player,estimated_overall,value,age,Cluster
Jean-Kévin Augustin,66.0,800.0,26,0
Dylan Mboumbouni,66.0,300.0,27,0
Boban Nikolov,66.0,550.0,29,0
Leon Deichmann,66.0,475.0,26,0
Owura Edwards,66.0,575.0,22,0
Arnau Comas,66.0,875.0,23,0
Luca Magnino,66.0,600.0,26,0
Iván Leguizamón,65.875,650.0,21,0
Jayson Molumby,65.875,1200000.0,24,0
Feng Jin,65.875,350.0,30,0
Ben Garuccio,65.875,975.0,28,0
Jérôme Deom,65.875,825.0,24,0
Jean-Philippe Krasso,65.875,1400000.0,26,0
Ole Romeny,65.875,700.0,23,0
Magnus Mattsson,65.875,1200000.0,24,0
Matt Butcher,65.875,775.0,26,0
James Wilson,65.875,525.0,27,0
Eduard Florescu,65.875,650.0,26,0
Dirk Proper,65.875,1200000.0,21,0
Wilfrid Kaptoum,65.875,950.0,27,0
Juan Canderio,65.875,1500000.0,31,0
Elvir Koljić,65.875,1300000.0,28,0
Héctor,65.875,950.0,27,0
Kieran Sadlier,65.875,500.0,28,0
Melker Hallberg,65.875,775.0,27,0
Robert Berić,65.875,1300000.0,32,0
Benjamin Jeannot,65.875,850.0,31,0
Hussain Al Moqahwi,65.875,325.0,35,0
Albert Stahl,65.875,675.0,24,0
Ricardinho,65.875,1600000.0,25,0
Kristers Tobers,65.85714285714286,600.0,22,0
Nathan Harriel,65.85714285714286,925.0,22,0
Hugo Anglada Gutiérrez,65.85714285714286,650.0,19,0
Joe Mattock,65.85714285714286,375.0,33,0
Pritam Kotal,65.85714285714286,350.0,30,0
Anders Hagelskjær,65.85714285714286,975.0,26,0
Simon Sohm,65.85714285714286,750.0,22,0
Tomás Guidara,65.85714285714286,1900000.0,27,0
Grego Sierra,65.85714285714286,850.0,30,0
Jordan Obita,65.85714285714286,775.0,29,0
Steve Kapuadi,65.85714285714286,600.0,25,0
Umut Meraş,65.85714285714286,1200000.0,27,0
Joe Redmond,65.85714285714286,600.0,23,0
Luis Cáceres,65.85714285714286,550.0,27,0
Gaël Ondoua,65.85714285714286,825.0,27,0
Miguel Coldado,65.85714285714286,150.0,35,0
Noah Atubolu,65.8,700.0,21,0
Bernabé,65.8,700.0,30,0
Jamie Cumming,65.8,750.0,23,0
Ruslan Neshcheret,65.8,700.0,21,0
Cătălin Căbuz,65.8,800.0,27,0
Vanderlei Cõembra,65.75,2000000.0,23,0
Erwin Koffi,65.75,975.0,28,0
Oberdan,65.75,1300000.0,28,0
Nkosingiphile Ngcobo,65.75,700.0,23,0
Marko Divković,65.75,475.0,24,0
Emmanuel Toku,65.75,1400000.0,23,0
Petr Hronek,65.75,850.0,30,0
Gavin Kilkenny,65.75,900.0,23,0
Mamadou Diaw,65.75,275.0,22,0
Edgar Ardenaz,65.75,475.0,31,0
Alessio Iovine,65.75,475.0,32,0
Felippe Cardoso,65.75,1400000.0,24,0
Gavin Whyte,65.75,775.0,27,0
Maghnes Akliouche,65.75,975.0,21,0
Luc Ihorst,65.75,850.0,23,0
Stefan Šćepović,65.75,1100000.0,33,0
Darwin Gómez,65.75,700.0,31,0
Sullay Kaikai,65.75,650.0,28,0
Claudio Gomes,65.75,1100000.0,23,0
Charbel Gomez,65.75,275.0,22,0
Bowen Huang,65.75,350.0,36,0
Charles Lederos,65.75,1000000.0,23,0
Oli McBurnie,65.75,2100000.0,27,0
Villahermosa,65.75,825.0,22,0
Henning Matriciani,65.71428571428571,1300000.0,23,0
John-Joe O'Toole,65.71428571428571,160.0,34,0
Jon Russell,65.71428571428571,900.0,22,0
Shaun Williams,65.71428571428571,140.0,36,0
Go Myeong Seok,65.71428571428571,375.0,27,0
Innocent Maela,65.71428571428571,1200000.0,31,0
Viktor Boone,65.71428571428571,725.0,25,0
Leopold Querfeld,65.71428571428571,350.0,19,0
Raúl Parra,65.71428571428571,775.0,23,0
Martin Kobylański,65.625,600.0,29,0
Imanol,65.625,1500000.0,23,0
Ashley Hunter,65.625,525.0,27,0
Stefan Bajcetic,65.625,750.0,18,0
Pyry Soiri,65.625,625.0,28,0
Rodolfo Rebones,65.625,775.0,27,0
Pablo Rodríguez,65.625,675.0,22,0
Asqer Afrden,65.625,170.0,19,0
Manvir Singh,65.625,250.0,27,0
Alessandro Cortinovis,65.625,1000000.0,22,0
Pol Valentín,65.625,600.0,26,0
Miguel Ángel Ríos,65.625,850.0,30,0
Marcel Risse,65.625,675.0,33,0
Quentin Maceiras,65.625,850.0,27,0
Wang Ziming,65.625,375.0,27,0
Gonzalo Bettini,65.625,1100000.0,30,0
Richard Ledezma,65.625,1200000.0,22,0
Roko Jureskin,65.625,1100000.0,22,0
Rubén Pardo,65.625,1600000.0,30,0
Ramazan Civelek,65.625,1000000.0,27,0
Francisco Gerometta,65.625,1500000.0,24,0
Vicente Pizarro,65.625,1200000.0,20,0
Nicolae Carnat,65.625,675.0,25,0
Souffian El Karouani,65.625,1300000.0,22,0
Onurcan Piri,65.6,650.0,28,0
Zlatan Alomerović,65.6,550.0,32,0
David Bingham,65.6,350.0,33,0
Robin Himmelmann,65.6,400.0,34,0
Oleksiy Shevchenko,65.6,575.0,31,0
Muhammed Şengezer,65.6,825.0,26,0
Stefan Bajic,65.6,700.0,21,0
Andrei Vlad,65.6,600.0,24,0
Alexis Sauvage,65.6,575.0,31,0
Andreas Leitner,65.6,725.0,29,0
Constantin Reiner,65.57142857142857,850.0,26,0
Louis John,65.57142857142857,350.0,29,0
Valentin Crețu,65.57142857142857,450.0,34,0
Jeremy Ngakia,65.57142857142857,1700000.0,22,0
Tayo Edun,65.57142857142857,1100000.0,25,0
Marc Hornschuh,65.57142857142857,275.0,32,0
Daniel González,65.57142857142857,850.0,21,0
Jonas Fedl,65.57142857142857,475.0,24,0
Stefano Sabelli,65.57142857142857,1400000.0,30,0
Mohammed Abusabaan,65.57142857142857,325.0,33,0
Vincent Gembalies,65.57142857142857,350.0,23,0
Jordan O'Doherty,65.5,375.0,25,0
Doru Popadiuc,65.5,750.0,28,0
Luis Pavez,65.5,850.0,27,0
Jonaldo Monteiro,65.5,1700000.0,23,0
Francisco González,65.5,1200000.0,22,0
Noguera,65.5,950.0,33,0
Saikou Janneh,65.5,275.0,23,0
Obed Vargas,65.5,575.0,18,0
Abdullah Al Ammar,65.5,775.0,29,0
Rodrigo Chagas,65.5,400.0,20,0
Christopher Cvetko,65.5,950.0,26,0
Yáser Asprilla,65.5,900.0,19,0
Moussa Doumbouya,65.5,675.0,25,0
George Bello,65.5,1000000.0,21,0
Matías Morello,65.5,825.0,22,0
Pablo Larrea,65.5,900.0,29,0
Aimen Moueffek,65.5,1000000.0,22,0
Mustapha Yatabaré,65.5,400.0,37,0
Willi Evseev,65.5,450.0,31,0
Lassine Sinayoko,65.5,1000000.0,23,0
Lallianzuala Chhangte,65.5,375.0,26,0
Thomas Eisfeld,65.5,700.0,30,0
Alexandru Oroian,65.5,475.0,22,0
Žan Kolmanič,65.5,525.0,23,0
Alessandro Murgia,65.5,1800000.0,27,0
Valmir Sulejmani,65.5,650.0,27,0
Lukas Daschner,65.5,975.0,24,0
Benedikt Saller,65.5,1100000.0,30,0
Fernando Fonseca,65.42857142857143,1200000.0,26,0
Julián Chicco,65.42857142857143,1000000.0,25,0
Carlos Arrua,65.375,1200000.0,26,0
Sebastián Pérez,65.375,1600000.0,30,0
Cebrail Karayel,65.375,1200000.0,29,0
Kim Jin Su,65.375,1600000.0,31,0
Martín,65.28571428571429,1900000.0,27,0
Claudiu Belu-Iordache,65.42857142857143,650.0,29,1
Gerrit Gohlke,65.42857142857143,475.0,24,1
Tim Oermann,65.42857142857143,650.0,19,1
Allan Arigoni,65.42857142857143,500.0,24,1
Magnus Christensen,65.42857142857143,600.0,26,1
Jon Birkfeldt,65.42857142857143,450.0,27,1
Syb van Ottele,65.42857142857143,475.0,21,1
Terence Vancooten,65.42857142857143,600.0,25,1
Daniel Batty,65.42857142857143,825.0,25,1
Pierrick Cros,65.42857142857143,475.0,31,1
Dan Butler,65.42857142857143,825.0,29,1
Dylan Ouédraogo,65.42857142857143,725.0,25,1
Ignacio Arce,65.4,675.0,31,1
Denis Petrić,65.4,170.0,35,1
Jefferson Epazo,65.4,20.0,39,1
Matías Mansilla,65.4,475.0,27,1
Youri Regeer,65.375,675.0,20,1
Nishan Velupillay,65.375,240.0,22,1
Raúl Asencio,65.375,550.0,25,1
Sven Köhler,65.375,950.0,26,1
Fredrik Oppegård,65.375,700.0,21,1
David Tavares,65.375,825.0,24,1
Sibiry Keita,65.375,475.0,22,1
Carney Chukwuemeka,65.375,600.0,19,1
Alexandru Ioniță,65.375,900.0,28,1
Amidou Diop,65.375,725.0,31,1
Piotr Samiec-Talar,65.375,375.0,21,1
Chang Feiya,65.375,240.0,30,1
Steeve Beusnard,65.375,550.0,31,1
Kevin Bukusu,65.28571428571429,400.0,22,1
Abdullah Al Khatib,65.28571428571429,450.0,28,1
Hugo Sendiero,65.28571428571429,625.0,23,1
Botond Balogh,65.28571428571429,400.0,21,1
Leândro,65.28571428571429,110.0,39,1
Alan Matturro,65.28571428571429,600.0,18,1
Jay Idzes,65.28571428571429,600.0,23,1
Jean Ruiz,65.28571428571429,600.0,25,1
Lion Schuster,65.28571428571429,625.0,23,1
Ulrik Yttergård Jenssen,65.28571428571429,700.0,27,1
Daniel Rojas,65.28571428571429,675.0,23,1
Tyler Blackett,65.28571428571429,625.0,29,1
Marco Farfan,65.28571428571429,900.0,24,1
Enzo Guerrero,65.28571428571429,220.0,32,1
Ricardinho,65.28571428571429,650.0,29,1
Jan Zwischenbrugger,65.28571428571429,475.0,33,1
Akin Odimayo,65.28571428571429,400.0,23,1
Timothy Derijck,65.28571428571429,325.0,36,1
Leon Guwara,65.28571428571429,1000000.0,27,1
Francisco Flores,65.28571428571429,575.0,21,1
Jeremias Lorch,65.28571428571429,700.0,27,1
Yang Xiaotian,65.28571428571429,400.0,33,1
Seámus Conneely,65.28571428571429,240.0,35,1
Bojan Nastić,65.28571428571429,700.0,29,1
Rafał Augustyniak,65.28571428571429,1100000.0,29,1
He Chao,65.25,625.0,28,1
Nebojša Kosović,65.25,375.0,28,1
Benjamin Nygren,65.25,825.0,22,1
Nadhir Benbouali,65.25,1200000.0,23,1
Brandon Borrello,65.25,1100000.0,28,1
George Byers,65.25,925.0,27,1
Shaquill Sno,65.25,575.0,27,1
Baptiste Guillaume,65.25,1300000.0,28,1
Arturo Molina,65.25,925.0,28,1
Kristoffer N. Hansen,65.25,425.0,29,1
Arno Verschueren,65.25,950.0,26,1
Søren Tengstedt,65.25,400.0,23,1
David Sambissa,65.25,775.0,27,1
Emirhan İlkhan,65.25,600.0,19,1
Mohamed El Arouch,65.25,900.0,19,1
Sam Baldock,65.25,450.0,34,1
Mayckel Lahdo,65.25,650.0,20,1
Rahul KP,65.25,190.0,23,1
Italo Herreras,65.25,425.0,31,1
Jordan Bowery,65.25,325.0,32,1
Bonfils-Caleb Bimenyimana,65.25,675.0,25,1
Narciso Barresta,65.25,575.0,31,1
Rashaan Fernandes,65.25,550.0,25,1
Richard Áldarez,65.2,575.0,31,1
Franco Petroli,65.2,725.0,25,1
Enzo Basilio,65.2,775.0,28,1
Krzysztof Kamiński,65.2,375.0,32,1
Plamen Iliev,65.2,475.0,31,1
Tomas Lagardo,65.2,150.0,35,1
Nick Gillekens,65.2,675.0,28,1
Warleson,65.2,700.0,27,1
Joel Pereira,65.2,675.0,27,1
Jonatan Kotzke,65.14285714285714,325.0,33,1
Johan Bångsbo,65.14285714285714,675.0,20,1
Conor Masterson,65.14285714285714,475.0,24,1
Alexander Ludwig,65.14285714285714,325.0,30,1
Marcel Appiah,65.14285714285714,160.0,35,1
Herlyn Buenatierra,65.14285714285714,525.0,19,1
Sadik Fofana,65.14285714285714,575.0,20,1
Edenildo Lagoas,65.14285714285714,1100000.0,23,1
Lukas Pinckert,65.14285714285714,525.0,23,1
Sadegh Moharrami,65.14285714285714,1900000.0,27,1
Kike Ríos,65.14285714285714,400.0,23,1
Braulio Deroz,65.14285714285714,375.0,27,1
Kyrylo Petrov,65.14285714285714,300.0,33,1
Anders Bærtelsen,65.14285714285714,500.0,23,1
Aarón Dartés,65.125,500.0,31,1
Borja Sainz,65.125,1600000.0,22,1
Oleksandr Tymchyk,65.125,2400000.0,26,1
Lautaro Rinaldi,65.125,400.0,29,1
Yankuba Minteh,65.125,325.0,19,1
Denis Huseinbašić,65.125,1100000.0,22,1
Ko Kwang Min,65.125,450.0,34,1
Tim Maciejewski,65.125,275.0,22,1
Robert Gumny,65.125,2500000.0,25,1
Miguel Falé,65.125,500.0,19,1
Ousseynou Thioune,65.125,750.0,29,1
Ogechika Heil,65.125,575.0,22,1
Martin Hostados,65.125,850.0,23,1
Ibrahim Salah,65.125,550.0,22,1
Mohammed Al Saiari,65.125,475.0,30,1
Simon Tibbling,65.125,750.0,28,1
Matko Miljevic,65.125,1000000.0,22,1
Ante Roguljić,65.125,925.0,27,1
Olamide Shodipo,65.125,675.0,26,1
Kristian Dennis,65.125,475.0,33,1
Enrico Valentini,65.125,625.0,34,1
Adam Phillips,65.125,825.0,25,1
Lukas MacNaughton,65.0,450.0,28,1
Alessandro Di Pardo,65.0,925.0,24,1
Leonardo Capezzi,65.0,625.0,28,1
Walter Araujo,65.0,925.0,27,1
Peter Pawlett,65.0,475.0,32,1
David Philipp,65.0,575.0,23,1
Sai van Wermeskerken,65.0,775.0,29,1
Cihan Çanak,65.0,575.0,18,1
Richard Stearman,65.0,160.0,36,1
Sam Winnall,65.0,325.0,32,1
Sean Clare,65.0,725.0,26,1
Kai Trewin,65.0,625.0,22,1
Parfait Bizoza,65.0,400.0,24,1
Jordan Green,65.0,240.0,28,1
Stefan Savić,65.0,600.0,29,1
Marvin Senger,65.0,600.0,23,1
Gonzalo Piñeiro,65.0,475.0,22,1
Richard van der Venne,65.0,700.0,31,1
Dries Wouters,65.0,1400000.0,26,1
Abou Ba,65.0,600.0,25,1
Tim Handwerker,65.0,1700000.0,25,1
Álex Revuelta,65.0,400.0,23,1
Henk Veerman,65.0,1300000.0,32,1
Patryk Sokołowski,65.0,950.0,28,1
Sven Müller,65.0,575.0,27,1
Abdullah Al Joui,65.0,625.0,28,1
Harvey Knibbs,65.0,675.0,24,1
Lehlogonolo Matlou,65.0,825.0,25,1
Ezequiel Lorcado,65.0,1100000.0,23,1
Simone Perilli,65.0,775.0,28,1
Torge Paetow,65.0,450.0,28,1
Esteban Rolón,65.0,1100000.0,28,1
Max Rosenfelder,65.0,450.0,20,1
Marcelo Flores,65.0,600.0,19,1
Marco Curto,65.0,475.0,24,1
Leon Damer,65.0,700.0,23,1
Antonio Barreca,65.0,1200000.0,28,1
Joshua Laws,65.0,400.0,25,1
Tomás Marchiori,65.0,550.0,28,1
Sondre Rossbach,65.0,575.0,27,1
Liam Coyle,65.0,625.0,23,1
Aaron Greene,65.0,200.0,33,1
Jason Davidson,65.0,625.0,32,1
Lucas Dalsaro,65.0,600.0,31,1
Ilmari Niskanen,65.0,825.0,25,1
Romoney Crichlow,65.0,475.0,24,1
Will Bapaga,65.0,425.0,20,1
Dragoș Albu,65.0,625.0,22,1
Sebastián Sosa Sánchez,65.0,1000000.0,29,1
Joaquín Indacoechea,65.0,775.0,22,1
Roony Bardghji,65.0,725.0,17,1
Patrik Myslovič,64.875,550.0,22,1
Luke Le Roux,64.875,750.0,23,1
Rocco Reitz,64.875,650.0,21,1
Iman Griffith,64.875,275.0,21,1
Jonatas Santos,64.875,450.0,21,1
Ale García,64.875,425.0,20,1
Luís Martins,64.875,875.0,31,1
Grant Ward,64.875,625.0,28,1
Óscar Clemente,64.875,1200000.0,24,1
Mauricio Zanega,64.875,925.0,27,1
Kenzo Goudmijn,64.875,800.0,21,1
Tyrone Tormin,64.875,300.0,22,1
Saku Ylätupa,64.875,700.0,24,1
Antonio Saltininio,64.875,240.0,39,1
Claudiu Keșerü,64.875,300.0,36,1
Marco Pašalić,64.875,700.0,22,1
Alex Newby,64.875,425.0,27,1
Zinho Gano,64.875,1900000.0,29,1
Bilal Ould-Chikh,64.875,675.0,26,1
Danny Mândroiu,64.875,825.0,24,1
Donovan Wilson,64.875,250.0,26,1
Matt Hatch,64.875,140.0,22,1
Renato Júnior,64.875,550.0,21,1
Marcos Trabanco,64.875,575.0,22,1
Mirko Elarra,64.875,230.0,35,1
Wang Tong,64.875,750.0,30,1
José Lara,64.875,575.0,23,1
Sergio López,64.875,1100000.0,24,1
Gonçalo Esteves,64.875,1300000.0,19,1
Brandon Cooper,64.85714285714286,500.0,23,1
Chris Stokes,64.85714285714286,275.0,32,1
Aaron Pavecillo,64.85714285714286,450.0,27,1
Gabriel Mutombo,64.85714285714286,450.0,27,1
Marco Moreno,64.85714285714286,400.0,22,1
Dominik Ernst,64.85714285714286,525.0,33,1
Abdulaziz Al Jebreen,64.85714285714286,325.0,33,1
Santiago Visentin,64.85714285714286,250.0,24,1
Ethan Boyle,64.85714285714286,250.0,26,1
Kamil Kruk,64.85714285714286,500.0,23,1
Sebastián Pino,64.85714285714286,300.0,20,1
Cristian Gutiérrez,64.85714285714286,1000000.0,26,1
Ayrton Mboko,64.85714285714286,425.0,25,1
Hamza Saghiri,64.85714285714286,575.0,26,1
Pierre Patron,64.8,725.0,26,1
Bahadır Güngördü,64.8,575.0,27,1
Ryan Schofield,64.8,750.0,23,1
Andrea Seculin,64.8,550.0,33,1
Javi Díaz,64.8,575.0,26,1
Yannis Clementia,64.8,600.0,26,1
Amir Saipi,64.8,750.0,23,1
Sébastien Bruzzese,64.8,230.0,34,1
Junior Ortelas,64.8,675.0,27,1
Thomas Mikkelsen,64.8,15.0,40,1
Jack Walton,64.8,725.0,25,1
Dani Jiménez,64.8,425.0,33,1
Andrés Bassedi,64.8,1400000.0,27,1
Sebastián Lentinelly,64.8,875.0,26,1
Antonaldo Vaz,64.75,2000000.0,23,1
Danny Grant,64.75,475.0,23,1
Patryk Makuch,64.75,675.0,24,1
Jack McGlynn,64.75,750.0,20,1
Manuel Thurnwald,64.75,900.0,25,1
Tobias Anselm,64.75,700.0,23,1
Patriot Sejdiu,64.75,575.0,23,1
Reece James,64.75,925.0,29,1
Emanuel Maciel,64.75,850.0,26,1
Renato Veiga,64.75,500.0,20,1
Gao Lin,64.75,240.0,37,1
Maic Sema,64.75,375.0,34,1
Jair Aldunsate,64.75,700.0,27,1
Diego López,64.75,450.0,21,1
Ibou Touray,64.75,575.0,28,1
Mohammed Al Sahli,64.75,240.0,31,1
Christian Cappis,64.75,825.0,24,1
Valentin Jacob,64.75,725.0,29,1
Orlando Tapiano,64.75,475.0,31,1
Calogero Rizzuto,64.75,1000000.0,31,1
Ted Bishop,64.75,525.0,27,1
Li Yuanyi,64.75,250.0,30,1
Daam Foulon,64.75,1300000.0,24,1
Alou Kuol,64.75,250.0,22,1
Ruan,64.75,975.0,28,1
Funso Ojo,64.75,550.0,32,1
Fernando Romero,64.75,1000000.0,23,1
Koffi,64.75,200.0,37,1
Pascal Sohm,64.75,575.0,31,1
Albie Morgan,64.75,675.0,23,1
Luke Hemmerich,64.75,625.0,25,1
Ettore Gliozzi,64.75,1100000.0,27,1
Sören Bertram,64.75,400.0,32,1
Giovanni González,64.71428571428571,2300000.0,28,1
Josh Grant,64.71428571428571,250.0,24,1
Bart Meijers,64.71428571428571,475.0,26,1
Paddy Barrett,64.71428571428571,275.0,30,1
Shadrach Ogie,64.71428571428571,325.0,22,1
Dawid Abramowicz,64.71428571428571,875.0,32,1
Frederik Winther,64.71428571428571,750.0,22,1
Ryan Johnson,64.71428571428571,240.0,26,1
Tony Alfaro,64.71428571428571,500.0,30,1
Dino Mikanović,64.71428571428571,1300000.0,29,1
Marvin Tshibuabua,64.71428571428571,400.0,21,1
Marko Inostros,64.71428571428571,500.0,31,1
Fahad Al Harbi,64.71428571428571,220.0,26,1
Lewis Mayo,64.71428571428571,500.0,23,1
Carlos Arce,64.71428571428571,850.0,32,1
Lucas Esquivel,64.71428571428571,1200000.0,21,1
Xu Xin,64.71428571428571,425.0,29,1
Jamie Reid,64.625,275.0,29,1
Cristian Zabala,64.625,675.0,25,1
Erik Andersson,64.625,350.0,26,1
Alexander Johansson,64.625,450.0,27,1
Joseph Mendes,64.625,400.0,32,1
Adam Sørensen,64.625,775.0,22,1
Mi Haolun,64.625,625.0,30,1
Connor Barron,64.625,775.0,21,1
Arkadiusz Woźniak,64.625,375.0,33,1
Brendan Kiernan,64.625,240.0,30,1
Luciano Boggio,64.625,975.0,24,1
Mica Pinto,64.625,900.0,30,1
Josh Benson,64.625,675.0,23,1
Adam Ståhl,64.625,575.0,28,1
Tunay Torun,64.625,575.0,33,1
Gastón Novero,64.625,375.0,25,1
Bertuğ Yıldırım,64.625,650.0,21,1
Simon Skrabb,64.625,525.0,28,1
Csaba Bukta,64.625,450.0,22,1
Andy King,64.625,625.0,34,1
Muammer Sarıkaya,64.625,450.0,25,1
Oscar Johansson,64.625,900.0,28,1
Dennis Politic,64.625,475.0,23,1
Cesare Casadei,64.625,625.0,20,1
Erlend Segberg,64.625,575.0,26,1
Artem Bondarenko,64.625,850.0,23,1
Rodrigo Andrade,64.625,650.0,21,1
Laurin Ulrich,64.625,325.0,18,1
Nelson Palacio,64.625,1400000.0,22,1
Osvaldo Jonia,64.625,575.0,31,1
Ian Poveda,64.625,1600000.0,23,1
Francisco Vidangosa,64.6,750.0,23,1
Lennart Moser,64.6,750.0,23,1
Carl Rushworth,64.6,600.0,22,1
Hendrik Bonmann,64.6,500.0,29,1
Fawaz Al Qarni,64.6,575.0,31,1
Luca Maniero,64.6,550.0,28,1
Frank Fielding,64.6,170.0,35,1
Alexander Brunst,64.6,575.0,28,1
Pablo Sisniega,64.6,575.0,28,1
Henrique Jocú,64.57142857142857,725.0,21,1
Rene Baderos,64.57142857142857,450.0,27,1
Matěj Hanousek,64.57142857142857,900.0,30,1
Kevin Ortiz,64.57142857142857,675.0,22,1
Michael Ologo Inainfe,64.57142857142857,375.0,20,1
John Olav Norheim,64.57142857142857,450.0,28,1
Bamo Meïté,64.57142857142857,400.0,22,1
Enrique Serje,64.57142857142857,700.0,27,1
Storm Roux,64.57142857142857,300.0,30,1
Jean-Jacques Danley,64.57142857142857,625.0,23,1
Josué Escartin,64.57142857142857,375.0,20,1
Denis Haruț,64.57142857142857,750.0,24,1
Quentin Lecoeuche,64.5,925.0,29,1
William Kenndal,64.5,700.0,27,1
Daniel Pérez,64.5,675.0,21,1
Nik Prelec,64.5,700.0,22,1
Martin Regáli,64.5,725.0,29,1
Jesús Meza,64.5,230.0,37,1
Connor McLennan,64.5,575.0,23,1
Cao Yongjing,64.5,375.0,26,1
Pontus Engblom,64.5,400.0,31,1
Georgios Efrem,64.5,1100000.0,34,1
Jordan Davies,64.5,550.0,25,1
William Baeten,64.5,800.0,26,1
Giuseppe Carriero,64.5,675.0,25,1
Onur Atasayar,64.5,475.0,28,1
Peter Ankersen,64.5,750.0,32,1
Filip Jørgensen,64.5,650.0,21,1
Kamohelo Mahlatsi,64.5,825.0,25,1
Hugo Larsson,64.5,600.0,19,1
Giuseppe Mastinu,64.5,825.0,31,1
Yaw Paintsil,64.5,200.0,24,1
Marcelo Lopes,64.5,725.0,29,1
Marlon Fossey,64.5,900.0,24,1
Toni Lindenhahn,64.5,400.0,32,1
Lee Seung Mo,64.42857142857143,600.0,25,1
Luke Chambers,64.42857142857143,60.0,37,1
Rick Meissen,64.42857142857143,325.0,21,1
Solomon Owusu,64.42857142857143,375.0,27,1
Mehdi Boudjemaa,64.42857142857143,725.0,25,1
Karifa Yao,64.42857142857143,210.0,22,1
Lewis Miller,64.42857142857143,425.0,23,1
Richard Cabrera,64.42857142857143,375.0,28,1
Darren Pratley,64.42857142857143,60.0,38,1
Ryan Meara,64.4,375.0,32,1
Zacharie Boucher,64.4,475.0,31,1
Lionel Mpasi,64.4,650.0,29,1
Joaquín Blázquez,64.4,625.0,22,1
Niki Mäenpää,64.4,20.0,38,1
Ezkieta,64.4,575.0,27,1
Amine Salama,64.375,850.0,23,1
Ensar Aksakal,64.375,450.0,21,1
Bénie Traore,64.375,525.0,20,1
Lenny Vallier,64.375,500.0,24,1
Andriy Kulakov,64.375,475.0,24,1
Tomáš Chorý,64.375,3300000.0,28,1
Valentin Buhăcianu,64.375,400.0,29,1
Rami Al Hajj,64.375,800.0,21,1
Nicholas Pierini,64.375,550.0,25,1
Jake Forster-Caskey,64.375,725.0,29,1
Lukas Scherff,64.375,725.0,27,1
Adriel,64.375,700.0,26,1
Kévin Rocheteau,64.375,500.0,30,1
Jake Reeves,64.375,475.0,30,1
Michael Jacobs,64.375,700.0,31,1
Ryan Kitto,64.375,475.0,29,1
Elliott Bennett,64.375,450.0,34,1
Franco Zuculini,64.375,475.0,32,1
Oskar Sivertsen,64.375,130.0,19,1
Paweł Olkowski,64.375,600.0,33,1
Abdullah Al Hamdan,64.375,475.0,23,1
Oliver Batista Meier,64.375,700.0,22,1
Sander Christiansen,64.375,500.0,22,1
Shane Ferguson,64.375,875.0,32,1
Franco Frías,64.375,450.0,21,1
Kristian Arnstad,64.375,750.0,19,1
Lucas Ventura,64.28571428571429,725.0,25,1
Alfie Kilgour,64.28571428571429,250.0,25,1
Cammy MacPherson,64.28571428571429,375.0,24,1
Shin Kwang Hoon,64.28571428571429,325.0,36,1
Li Shuai,64.28571428571429,975.0,28,1
Andrés López Gallo,64.28571428571429,300.0,20,1
Lachlan Barr,64.28571428571429,300.0,28,1
Sam Todd,64.28571428571429,230.0,25,1
Naif Hazazi,64.28571428571429,210.0,30,1
Junior Dorlans,64.28571428571429,750.0,23,1
Adil Khan,64.28571428571429,80.0,35,1
Mario Šuver,64.28571428571429,500.0,23,1
Zarek Valentin,64.28571428571429,625.0,32,1
Vafa Hakhamaneshi,64.28571428571429,220.0,32,1
Tim Sechelmann,64.28571428571429,600.0,24,1
Moussa Diallo,64.28571428571429,400.0,26,1
Pius Krätschmer,64.28571428571429,600.0,26,1
Ahmed Kashi,64.28571428571429,425.0,34,1
Giacomo Calò,64.28571428571429,1200000.0,26,1
Jamal Bajandouh,64.28571428571429,500.0,31,1
Jonas Gemmer,64.28571428571429,425.0,27,1
Mika Biereth,64.25,450.0,20,1
Alessandro Gabrielloni,64.25,425.0,29,1
Todd Kane,64.25,1100000.0,29,1
Aitor Buñuel,64.25,1300000.0,25,1
Jakob Ahlmann,64.25,625.0,32,1
Danny Lloyd,64.25,450.0,31,1
Andrea Beghetto,64.25,1200000.0,28,1
Cedric Harenbrock,64.25,550.0,25,1
Kays Ruiz-Atil,64.25,775.0,21,1
Ander Martín,64.25,850.0,22,1
Luciano Cingolani,64.25,375.0,22,1
Erik Brenden,64.25,475.0,29,1
Park Jung Bin,64.25,400.0,29,1
Morten Bjørlo,64.25,625.0,27,1
Budu Zivzivadze,64.25,875.0,29,1
Carlo Adriano,64.25,825.0,22,1
Fredrik Oldrup Jensen,64.25,725.0,30,1
Leon Jensen,64.25,650.0,26,1
Matías Campos,64.25,1000000.0,30,1
Yao Junsheng,64.25,350.0,27,1
Callum Brittain,64.25,1500000.0,25,1
Jonny Williams,64.25,600.0,29,1
Cenk Gönen,64.2,100.0,35,1
Batuhan Şen,64.2,500.0,24,1
Connal Trueman,64.2,575.0,27,1
Jojo Wollacott,64.2,575.0,26,1
Paseka Mako,64.14285714285714,1100000.0,29,1
Juan José Cáceres,64.14285714285714,925.0,23,1
Daniel Wein,64.14285714285714,625.0,29,1
Matisse Didden,64.14285714285714,475.0,21,1
Magnus R. Jensen,64.14285714285714,575.0,26,1
Joan Sastre,64.14285714285714,1900000.0,26,1
Milenko Fierro,64.14285714285714,70.0,39,1
Park Seung Wook,64.14285714285714,1000000.0,26,1
