player,estimated_overall,value,age,Cluster
Kristian Pedersen,71.85714285714286,1800000.0,29,0
Jesper Karlström,71.85714285714286,2200000.0,28,0
Simon Lorenz,71.85714285714286,1200000.0,26,0
Nikola Šipčić,71.85714285714286,950.0,28,0
Erik Marxen,71.85714285714286,950.0,32,0
Núrio Fortuna,71.85714285714286,2000000.0,28,0
Marcel Seegert,71.85714285714286,1000000.0,29,0
Charlie Cresswell,71.85714285714286,1100000.0,21,0
Horacio Salaberry,71.85714285714286,325.0,36,0
Matty Pearson,71.85714285714286,1400000.0,30,0
Alex Wilkinson,71.85714285714286,250.0,39,0
Pacheco,71.85714285714286,1900000.0,22,0
Giulio Donati,71.85714285714286,1200000.0,33,0
Silviu Lung,71.8,1000000.0,34,0
Sinan Bolat,71.8,750.0,34,0
Axel Werner,71.8,1300000.0,27,0
Facundo Altamirano,71.8,2400000.0,27,0
Andrés Mosquera,71.8,2800000.0,31,0
Kosuke Nakamura,71.8,1800000.0,28,0
Ali Alipour,71.75,1500000.0,27,0
Kristof D'Haene,71.75,1100000.0,33,0
Valère Germain,71.75,2500000.0,33,0
Matt Ritchie,71.75,1900000.0,33,0
Kristian Thorstvedt,71.75,3500000.0,24,0
Joris Correa,71.75,725.0,29,0
Daniel Eduardo Juárez,71.75,1100000.0,22,0
Knowledge Musona,71.75,1500000.0,33,0
Tan Long,71.75,650.0,35,0
Francisco Conceição,71.75,4600000.0,20,0
Yoann Court,71.75,1900000.0,33,0
Oliver Valaker Edvardsen,71.75,1200000.0,24,0
Takefusa Kubo,71.75,5000000.0,22,0
Arvin Appiah,71.75,850.0,22,0
Ezequiel Bullaude,71.75,2200000.0,22,0
André Bukia,71.75,1700000.0,28,0
Andrés Cubas,71.75,2500000.0,27,0
Josip Drmić,71.75,1900000.0,31,0
Sergio Álvarez,71.75,3500000.0,31,0
Gustav Ludwigson,71.75,1400000.0,29,0
Joaquín Novillo,71.71428571428571,1200000.0,25,0
Ibrahim Amadou,71.71428571428571,1600000.0,30,0
Bernardo Vital,71.71428571428571,1900000.0,22,0
François Moubandje,71.71428571428571,975.0,33,0
Jonathan Panzo,71.71428571428571,1600000.0,22,0
Curtis Good,71.71428571428571,1200000.0,30,0
Georgios Tzavellas,71.71428571428571,525.0,35,0
Denys Bain,71.71428571428571,1400000.0,30,0
Alson Botelho,71.71428571428571,1500000.0,23,0
Filip Stojković,71.71428571428571,2100000.0,30,0
Cristian Gamboa,71.71428571428571,1600000.0,33,0
Etienne Amenyido,71.625,1400000.0,25,0
Casper Tengstedt,71.625,1400000.0,23,0
Shaquell Moore,71.625,2400000.0,26,0
Halil İbrahim Dervişoğlu,71.625,1900000.0,23,0
Brayan Riascos,71.625,1500000.0,28,0
Jóhann Berg Guðmundsson,71.625,1600000.0,32,0
Aaron Connolly,71.625,1700000.0,23,0
Georgios Giakoumakis,71.625,3300000.0,28,0
Cristian Medina,71.625,2100000.0,21,0
Joo Min Kyu,71.625,2500000.0,33,0
Sonny Kittel,71.625,2300000.0,30,0
Günay Güvenç,71.6,2000000.0,32,0
Rúnar Alex Rúnarsson,71.6,1400000.0,28,0
Tomasz Kędziora,71.57142857142857,3800000.0,29,0
Ryan Bertrand,71.57142857142857,1600000.0,34,0
Juan Sánchez Purata,71.57142857142857,1200000.0,25,0
Ilie Sánchez,71.57142857142857,3000000.0,32,0
Jean-Claude Billong,71.57142857142857,875.0,29,0
Saïdou Sow,71.57142857142857,1500000.0,21,0
Nildo Reisão,71.57142857142857,2900000.0,27,0
Christoph Kobald,71.57142857142857,1400000.0,26,0
Marvin Ekpiteta,71.57142857142857,1800000.0,28,0
Liam Gordon,71.57142857142857,800.0,27,0
Bartol Franjić,71.57142857142857,2000000.0,23,0
Postigo,71.57142857142857,900.0,34,0
Andrzej Niewulis,71.57142857142857,575.0,34,0
Michael Sollbauer,71.57142857142857,650.0,33,0
Paul-José Mpoku,71.5,1500000.0,31,0
Anthony Partipilo,71.5,2500000.0,28,0
Ola Solbakken,71.5,2700000.0,24,0
Irvin Cardona,71.5,2700000.0,26,0
Nahuel Leiva,71.5,1400000.0,26,0
Cristian Ansaldi,71.5,775.0,36,0
Alessio Da Cruz,71.5,1300000.0,26,0
Przemysław Płacheta,71.5,1600000.0,25,0
Gastón González,71.5,1900000.0,22,0
Reinaldo Lenis,71.5,1800000.0,31,0
Raúl Guti,71.5,2600000.0,26,0
DeJuan Jones,71.5,1900000.0,26,0
Nélson Oliveira,71.5,3000000.0,32,0
Guilherme Sityá,71.5,2900000.0,33,0
Juninho Bacuna,71.5,1800000.0,26,0
Bernardo,71.42857142857143,2300000.0,28,0
Oleksandr Syrota,71.42857142857143,1900000.0,23,0
Samuel Piette,71.42857142857143,1800000.0,28,0
Eíran Cashin,71.42857142857143,1400000.0,21,0
Sheriff Sinyan,71.42857142857143,1200000.0,27,0
Davy Roef,71.4,1700000.0,29,0
Maxime Crépeau,71.4,2200000.0,29,0
Wiliam Santinho,71.4,1500000.0,27,0
Maxime Crépeau,71.4,2200000.0,29,0
Alberto Paleari,71.4,1600000.0,31,0
Iñaki Peña,71.4,2000000.0,24,0
Gianni Bruno,71.375,1600000.0,32,0
César Pinares,71.375,1600000.0,32,0
Petar Stojanović,71.375,4200000.0,27,0
Nico Melamed,71.375,3600000.0,22,0
Amadou Diawara,71.375,3100000.0,26,0
Álvaro Tejero,71.375,2400000.0,27,0
Filippo Ranocchia,71.375,1600000.0,22,0
Marcin Cebula,71.375,950.0,27,0
Florian Ayé,71.375,1400000.0,26,0
Cao Yunding,71.375,1300000.0,33,0
Mats Köhlert,71.375,2000000.0,25,0
Nicolas Gavory,71.375,2300000.0,28,0
Sofiane Feghouli,71.375,2400000.0,33,0
Yordy Reyna,71.375,850.0,29,0
Anuar,71.375,2000000.0,28,0
Fabien Centonze,71.28571428571429,4200000.0,27,0
Valerio Mantovani,71.28571428571429,1100000.0,27,0
Pedro Álvaro,71.28571428571429,1600000.0,23,0
Fallou Diagne,71.28571428571429,650.0,34,0
Raúl Navas,71.28571428571429,400.0,35,0
Bart Vriends,71.28571428571429,700.0,32,0
Pedrão,71.28571428571429,1500000.0,26,0
Adam Dźwigała,71.28571428571429,975.0,27,0
Adolphe Teikeu,71.28571428571429,550.0,33,0
Marco Komenda,71.28571428571429,1200000.0,26,0
Alex Muñoz,71.28571428571429,2300000.0,29,0
Ritchie De Laet,71.28571428571429,1200000.0,34,0
Ulrich Meleke,71.28571428571429,1000000.0,24,0
Mads Juel Andersen,71.28571428571429,1400000.0,25,0
Cameron Humphreys-Grant,71.28571428571429,1200000.0,25,0
Constantin Budescu,71.25,1000000.0,34,0
CJ Sapong,71.25,1000000.0,34,0
Lamine Gueye,71.25,1800000.0,25,0
Noah Joel Sarenren Bazee,71.25,1800000.0,27,0
Bradley Dack,71.25,1900000.0,29,0
Lucien Agoumé,71.25,1900000.0,21,0
Zeca,71.25,2100000.0,35,0
Nicola Zalewski,71.25,6500000.0,21,0
Tiago Dantas,71.25,1400000.0,22,0
Fabian Frei,71.25,675.0,34,0
Iván Sánchez Aguayo,71.25,3000000.0,30,0
Pedro Mendes,71.25,1900000.0,24,0
Santiago Moreno,71.25,2200000.0,23,0
Jeremy Dudziak,71.25,1700000.0,28,0
Ivo Rodrigues,71.25,2500000.0,28,0
Musa Juwara,71.25,1200000.0,21,0
Martín Rodríguez,71.25,1700000.0,29,0
Jörg Siebenhandl,71.2,925.0,33,0
Yoel,71.2,1000000.0,35,0
Gastón Ávila,71.14285714285714,1600000.0,21,0
Mamadou Mbacke,71.14285714285714,1400000.0,21,0
Craig Cathcart,71.14285714285714,750.0,34,0
Achraf Dari,71.14285714285714,1400000.0,24,0
Lukas Kübler,71.14285714285714,4900000.0,31,0
Eric Mathoho,71.14285714285714,775.0,33,0
Massimo Luongo,71.14285714285714,1000000.0,30,0
Michele Castagnetti,71.14285714285714,1600000.0,33,0
Sandelas Júnior,71.14285714285714,2500000.0,31,0
Ertuğrul Ersoy,71.14285714285714,975.0,26,0
Daniel Gordon,71.14285714285714,150.0,38,0
David Affengruber,71.14285714285714,1400000.0,22,0
Luca Sosa,71.14285714285714,1400000.0,29,0
Pedro Obiang,71.14285714285714,2000000.0,31,0
Roderick Miranda,71.14285714285714,950.0,32,0
Roman Neustädter,71.14285714285714,600.0,35,0
Joseph Attamah,71.14285714285714,1100000.0,29,0
Salis Abdul Samed,71.14285714285714,4400000.0,23,0
Anfernee Dijksteel,71.14285714285714,1800000.0,26,0
Cristian Săpunaru,71.14285714285714,220.0,39,0
Arthur Gomes,71.125,2700000.0,25,0
Reiss Nelson,71.125,3600000.0,23,0
Diber Cambindo,71.125,2100000.0,27,0
Tony Mauricio,71.125,1900000.0,29,0
Agustín Álvarez Martínez,71.125,2800000.0,22,0
Rafael Martins,71.125,1000000.0,34,0
Mo Eisa,71.125,925.0,29,0
Dairon Asprilla,71.125,825.0,31,0
Ola Aina,71.125,4200000.0,26,0
Dinei Peixo,71.125,2000000.0,27,0
Mounaïm El Idrissy,71.125,1900000.0,24,0
Boadu Maxwell Acosty,71.125,1500000.0,31,0
Iván Martín,71.125,3500000.0,24,0
Daniel Mancini,71.125,2600000.0,26,0
Uroš Matić,71.125,1500000.0,33,0
Ahmed Jahouh,71.0,800.0,35,0
Thomas Didillon,71.0,1500000.0,27,0
Róbert Mak,71.0,1600000.0,32,0
Tim Knipping,71.0,1000000.0,30,0
Rico Henry,71.0,6000000.0,26,0
Josep Señé,71.0,1500000.0,31,0
Yannik Keitel,71.0,1700000.0,23,0
Alexander Milošević,71.0,1500000.0,31,0
Jakub Rzeźniczak,71.0,190.0,36,0
Alberto Grassi,71.0,2500000.0,28,0
Bjørn Paulsen,71.0,825.0,32,0
Dominik Baumgartner,71.0,1500000.0,27,0
Walace,71.0,5500000.0,28,0
Joselu,71.0,850.0,32,0
Daniel,71.0,1100000.0,29,0
Jean-Luc Dompé,71.0,3300000.0,28,0
Jamie Shackleton,71.0,1600000.0,23,0
Adalberto Peñaranda,71.0,1500000.0,26,0
Stefano Beltrame,71.0,1400000.0,30,0
Curtis Thompson,71.0,725.0,29,0
Min Sang Gi,71.0,1000000.0,32,0
Kenny McLean,71.0,2000000.0,31,0
Cédric Brunner,71.0,3800000.0,29,0
Chris Mueller,71.0,1800000.0,27,0
Daniel Alexis Leite Figueira,71.0,2600000.0,25,0
Sebastian Ernst,71.0,1700000.0,28,0
Curro Sánchez,71.0,3300000.0,27,0
Luka Zahović,71.0,1100000.0,27,0
Jeppe Tverskov,71.0,1200000.0,30,0
Brian White,71.0,1300000.0,27,0
Arijan Ademi,71.0,2500000.0,32,0
Scott Sinclair,71.0,750.0,34,0
Jofre Carreras,71.0,1200000.0,22,0
Hakan Arslan,71.0,925.0,35,0
Michał Kucharczyk,71.0,850.0,32,0
Rayan Cherki,71.0,3200000.0,20,0
Valentín Gómez,71.0,1500000.0,20,0
Antoine Bernier,71.0,1400000.0,25,0
Shandon Baptiste,70.875,1800000.0,25,0
Romaine Sawyers,70.875,1500000.0,31,0
Rúnar Már Sigurjónsson,70.875,950.0,33,0
Adil Aouchiche,70.875,2000000.0,21,0
